SYS_NO,NTCE_WATER_ID_NM,NTCE_WATER_TITLE_NM,NTCE_WATER_CN,CTGRY_ONE_FLAG_CD,CTGRY_ONE_NM,CTGRY_TWO_FLAG_CD,LOCPLC_ALL_ADDR,ACMD_NMPR_CO,CARD_SETLE_AT,DETAIL_ADDR,CVNTL_NM,UTILIIZA_CHRGE_CN,PROGRM_NM,CNSLT_TEL_NO,RSTDE_GUID_CN,PRKPLCE_EXST_AT,TEL_NO,GO_TRNSPORT_MTH_CN,CMNG_TRNSPORT_MTH_CN,OPN_FCLTY_NM,DSCNT_AT,UTILIIZA_TIME,HMPG_ADDR,OPER_TIME,GID_LA,GID_LO,REPRSNT_IMAGE_ONE_NM,REPRSNT_IMAGE_TWO_NM,REPRSNT_IMAGE_THREE_NM,THEME_MAIN_IMAGE_NM
66,163769,삼진어묵,"프로그램
- 수,목,금:어묵체험+영상관람+체험활동지+어묵시식
- 주말 :어묵체험+영상관람......",b02,b02,부산광역시 금정구 죽전2길 42 산성마을,,,null,,,,,null,null,null,051-412-5468,1호선 남포역(8번출구),"시내버스 11,101,113,186,190",null,"주중 15,000원\/ 주말 10,000원","주중10:00\/13:30\/15:30,  주말10:00\/11:00\/13:20\/14:40\/15:30\/16:00",,"주중10:00\/13:30\/15:30,  주말10:00\/11:00\/13:20\/14:40\/15:30\/16:00",null,null,http:\/\/tour.busan.go.kr\/upload_data\/manage_img\/\/thumbnail\/155383736871986.jpg,http:\/\/tour.busan.go.kr\/upload_data\/manage_img\/\/thumbnail\/155383737387320.jpg,null,http:\/\/tour.busan.go.kr\/upload_data\/manage_img\/\/thumbnail\/155383736157769.jpg
67,163770,한국음식문화원,"전통음식,떡,베이킹
한국음식 실습, 시식......",b02,b02,부산 금정구 장전로 33-6,,,null,,,,,null,null,null,051-949-8008,1호선 양정역(2번출구),"시내버스 5-1,20,57,62,86,87,99,110-1,141",null,"20,000원",평일10:00~18:00 \/ 예약필수,,평일10:00~18:00 \/ 예약필수,null,null,http:\/\/tour.busan.go.kr\/upload_data\/manage_img\/\/thumbnail\/155383579252599.jpg,http:\/\/tour.busan.go.kr\/upload_data\/manage_img\/\/thumbnail\/155383579668788.jpg,null,http:\/\/tour.busan.go.kr\/upload_data\/manage_img\/\/thumbnail\/155383578556032.png
68,163773,흙시루,떡매치기......,b02,b02,부산광역시 부산진구 진남로 506(양정동),,,null,,,,,null,null,null,051-722-1377,null,"시내버스 39,181,183,188,100",null,"50,000원~",토 14:00~15:00,,null,35.2569369,129.2142709,http:\/\/tour.busan.go.kr\/upload_data\/manage_img\/\/thumbnail\/155410024327442.jpg,http:\/\/tour.busan.go.kr\/upload_data\/manage_img\/\/thumbnail\/155410024781650.jpg,null,http:\/\/tour.busan.go.kr\/upload_data\/manage_img\/\/thumbnail\/155410023892695.jpg
69,163774,민속마당,"짚풀공예, 전통엿, 널뛰기 등......",b02,b02,부산 동래구 안락동,,,null,,,,,null,null,null,1588-8563,도시철도 1호선 노포역 금정구 2-2 마을버스 환승,null,null,"2,000원~40,000원",주중 10:00~15:00(10명 이상)\/ 주말 30명이상,,null,35.2919863,129.1030025,http:\/\/tour.busan.go.kr\/upload_data\/manage_img\/\/thumbnail\/155409978244579.jpg,http:\/\/tour.busan.go.kr\/upload_data\/manage_img\/\/thumbnail\/155409978776047.jpg,null,http:\/\/tour.busan.go.kr\/upload_data\/manage_img\/\/thumbnail\/155409977638834.jpg
70,164665,회동수원지,"회동수원지는 부산광역시 금정구 회동동, 선동, 오륜동 등 5개동에 인접한 도심 속 
산중 지역에 위치하고 있는 부산시민의 상수원지이다.
1946 ~1967년에 완공되었으며, 총......",b02,b02,부산광역시 영도구 전망로,,,null,,,,,null,null,null,051-519-4084,null,null,null,null,null,,null,null,null,http:\/\/tour.busan.go.kr\/upload_data\/manage_img\/\/thumbnail\/154589067288717.jpg,null,null,http:\/\/tour.busan.go.kr\/upload_data\/manage_img\/\/thumbnail\/154589066563676.jpg
71,164904,구포국수 체험관,"국수만들기 제면체험, 밀가루 놀이, 쿠키만들기, 시식 체험등
(체험프로그램이 변경 될 수도 있습니다.)......",b02,b02,부산광역시 강서구 가덕해안로,,,null,,,,,null,"매주 월요일, 공휴일 휴관(일요일제외)",null,051-342-9495,3호선 구포역(3번출구),"시내버스 15,33,59,126,127,160",null,"15,000~20,000원","주중 11:00\/15:00, 주말 10:30\/14:00\/16:00, 매주 월요일,공휴일 휴관(일요일제외)",,"주중 11:00\/15:00, 주말 10:30\/14:00\/16:00",null,null,http:\/\/tour.busan.go.kr\/upload_data\/manage_img\/\/thumbnail\/155383770791032.jpg,http:\/\/tour.busan.go.kr\/upload_data\/manage_img\/\/thumbnail\/155383771220602.jpg,null,http:\/\/tour.busan.go.kr\/upload_data\/manage_img\/\/thumbnail\/155383770129279.jpg
72,165114,내원정사,템플스테이......,b02,b02,부산광역시 남구 신선로,,,null,,,,,null,null,null,051-254-3503,null,마을버스 서구1&#xD;,null,"70,000원","14:00~익일 11:30,10:00~15:00(14:00 to 11:30 the follwing day, 10:00 to 15:00)",,null,null,null,http:\/\/tour.busan.go.kr\/upload_data\/manage_img\/\/thumbnail\/155375154313447.jpg,http:\/\/tour.busan.go.kr\/upload_data\/manage_img\/\/thumbnail\/155375155229938.jpg,null,http:\/\/tour.busan.go.kr\/upload_data\/manage_img\/\/thumbnail\/155375153468809.jpg
73,165115,수걸도예,"프로그램-
나만의 머그컵만들기, 커피잔셋트만들기, 나만의 창작품만들기, 점토조형만들기, 물레체험......",b02,b02,부산 사상구 감전동,,,null,,,,,null,null,null,051-583-1990,null,마을버스 기장군 8-1,null,"35,000원",주중 10:00~17:00 (예약필수),,null,null,null,http:\/\/tour.busan.go.kr\/upload_data\/manage_img\/\/thumbnail\/155375312806026.jpg,http:\/\/tour.busan.go.kr\/upload_data\/manage_img\/\/thumbnail\/155375313372760.jpeg,null,http:\/\/tour.busan.go.kr\/upload_data\/manage_img\/\/thumbnail\/155375312236033.jpg
74,165116,안재국목공예공방,"프로그램
- 원목체험, 학교 및 기관 기업등 단체체험, 예술문화 및 진료체험......",b02,b02,부산 사상구 삼락동,,,null,,,,,null,null,null,051-817-4177,1호선 부전역(7번출구),"시내버스54,63,103,124,133",null,"15,000원 이상","화~토요일 10:00~18:00(매주 월요일, 둘째\/네째 일요일 휴무)",,null,null,null,http:\/\/tour.busan.go.kr\/upload_data\/manage_img\/\/thumbnail\/155375439695517.jpg,http:\/\/tour.busan.go.kr\/upload_data\/manage_img\/\/thumbnail\/155375440225179.jpg,null,http:\/\/tour.busan.go.kr\/upload_data\/manage_img\/\/thumbnail\/155375439103939.jpg
75,165117,주천조각보 박물관 주천문화원,"주천 김순향의 작품은 전통 침선법과 우리민족 고유의 색채 및 조형의식을 바탕으로 삼각형과 사각형의 불규칙한 배치를 통해 화면이 
색다른 규칙성을 만들어낸다. 
잇닿을 것 같지 ......",b02,b02,부산 사하구 하단1동,,,null,,,,,null,null,null,051-744-0026,2호선 중동역(10번출구),"시내버스 63,100-1,115-1,181",null,"20,000원 부터(인원에 따라 상이)",상시\/박물관은 금요일 오후 2시~4시 예약제로 운영,,null,null,null,http:\/\/tour.busan.go.kr\/upload_data\/manage_img\/\/thumbnail\/155417950525990.jpg,http:\/\/tour.busan.go.kr\/upload_data\/manage_img\/\/thumbnail\/155417951086769.jpg,null,http:\/\/tour.busan.go.kr\/upload_data\/manage_img\/\/thumbnail\/155417950078791.jpg
76,165118,착한세상,"프로그램
- 은공예(은반지, 은팔찌, 펜던트체험&은공예지도사 자격증), 광안대교팝업킷트만들기, 사투리엽서북키트체험......",b02,b02,부산광역시 사하구 하단동,,,null,,,,,null,null,null,051-989-7915,1호선 남포역(6번출구),"시내버스 6,7,9,71,82,85,508",null,"10,000~25,000원","10:00~19:00, 토,일요일 10:00~17:00",,null,null,null,http:\/\/tour.busan.go.kr\/upload_data\/manage_img\/\/thumbnail\/155547389554099.jpg,http:\/\/tour.busan.go.kr\/upload_data\/manage_img\/\/thumbnail\/155547390108469.jpg,null,http:\/\/tour.busan.go.kr\/upload_data\/manage_img\/\/thumbnail\/155547388861687.jpg
77,165119,부산본어묵,"프로그램
- 넛츠어묵/ 어묵컵케이크/ DIY어묵(고로케)/ 캘리그라피어묵/ 마스터쉽(피자,핫도그)어묵 만들기......",b02,b02,부산시 금정구 두구동,,,null,,,,,null,null,null,051-403-4859,null,시내버스 66.186,null,"개인:9,000원~13,000원\/ 단체:7,000원~11,000원(단체 15인 이상)","매일 10:00~16:00, 매주 월요일 휴관",,"매일 10:00~16:00, 매주 월요일 휴관",null,null,http:\/\/tour.busan.go.kr\/upload_data\/manage_img\/\/thumbnail\/155383653129699.jpg,http:\/\/tour.busan.go.kr\/upload_data\/manage_img\/\/thumbnail\/155383653538998.jpg,null,http:\/\/tour.busan.go.kr\/upload_data\/manage_img\/\/thumbnail\/155383652646311.jpeg
78,165120,금정산성체험장,"프로그램
- 누룩딛기, 막걸리빚기, 막걸리거르기, 막걸리식초......",b02,b02,부산 해운대구 좌동,,,null,,,,,null,null,null,051-583-0222,1호선 온천장역(5번출구) 203버스 환승,null,null,"10,000~20,000원","월~금 10:00~16:00 \/ 토,일 상담 후",,"월~금 10:00~16:00 \/ 토,일 상담 후",null,null,http:\/\/tour.busan.go.kr\/upload_data\/manage_img\/\/thumbnail\/155383807219020.jpg,http:\/\/tour.busan.go.kr\/upload_data\/manage_img\/\/thumbnail\/155383807720184.jpg,null,http:\/\/tour.busan.go.kr\/upload_data\/manage_img\/\/thumbnail\/155383806514209.jpg
79,165174,부산쿠킹클래스,요리체험&다도&전통시장 투어......,b02,b02,부산시 사하구,,,null,,,,,null,null,null,051-951-1220,1호선 토성역 3번출구 도보 2분(부산역에서 4정거장),null,null,"79,000원(6명 이상 단체 인당 65,000원)",10:00 ~ 18:00,,10:00 ~ 18:00,null,null,http:\/\/tour.busan.go.kr\/upload_data\/manage_img\/\/thumbnail\/155409923041865.jpg,http:\/\/tour.busan.go.kr\/upload_data\/manage_img\/\/thumbnail\/155409923833973.jpg,null,http:\/\/tour.busan.go.kr\/upload_data\/manage_img\/\/thumbnail\/155409922586552.jpg
80,165176,주노트립쿠킹클래스,전통시장투어 & 요리체험......,b02,b02,부산광역시 금정구 범어사로 250(금정산),,,null,,,,,null,null,null,82-10-6800-5950,null,"마을버스 : 사하1, 사하1-1, 서구2, 서구2-2",null,"57,000원~70,000원",매일 1회 09:30~14:00,,null,null,null,http:\/\/tour.busan.go.kr\/upload_data\/manage_img\/\/thumbnail\/155409954343701.jpg,http:\/\/tour.busan.go.kr\/upload_data\/manage_img\/\/thumbnail\/155409954813644.jpg,null,http:\/\/tour.busan.go.kr\/upload_data\/manage_img\/\/thumbnail\/155409953864676.jpg
81,165182,부산라벤더팜(나온허브팜),허브......,b02,b02,강서구 대저동 4390번지 일원,,,null,,,,,null,null,null,051-721-6253,null,"시내버스 107,184,1008",null,"3,000원~25,000원",4~6월 \/ 9~11월 10:00~17:00,,null,null,null,http:\/\/tour.busan.go.kr\/upload_data\/manage_img\/\/thumbnail\/155410046168368.jpg,http:\/\/tour.busan.go.kr\/upload_data\/manage_img\/\/thumbnail\/155410046586716.jpg,null,http:\/\/tour.busan.go.kr\/upload_data\/manage_img\/\/thumbnail\/155410045762245.jpg
82,165185,두루팜농장체험,"블루베리, 딸기......",b02,b02,북구 화명동 1718번지 일원,,,null,,,,,null,null,null,051-832-5062,null,null,null,"12,000원 ~ 22,000원",10:00~16:00,,null,null,null,http:\/\/tour.busan.go.kr\/upload_data\/manage_img\/\/thumbnail\/155410064899296.jpg,http:\/\/tour.busan.go.kr\/upload_data\/manage_img\/\/thumbnail\/155410065351609.jpg,null,http:\/\/tour.busan.go.kr\/upload_data\/manage_img\/\/thumbnail\/155410064466852.jpg
83,165188,서면시장청년몰,청년몰......,b02,b02,강서구 대저2동 1175-1번지 일원,,,null,,,,,null,null,null,82-10-2563-2423,"1,2호선 서면역","시내버스 17,23,67,68,108,138,167",null,점포별 상이,"월~토 11:00~19:00, 일요일 휴무",,null,null,null,http:\/\/tour.busan.go.kr\/upload_data\/manage_img\/\/thumbnail\/155410090598832.jpg,http:\/\/tour.busan.go.kr\/upload_data\/manage_img\/\/thumbnail\/155410090999511.jpg,null,http:\/\/tour.busan.go.kr\/upload_data\/manage_img\/\/thumbnail\/155410089606105.jpg
84,165191,꽃별체험학교,바리스타......,b02,b02,부산 금정구 두구동,,,null,,,,,null,null,null,051-243-1999,1호선 남포동역(1번출구),"시내버스 8,70,86,87,41,1004",null,"18,000원","매일 10:00~18:00, 연중휴무",,null,null,null,http:\/\/tour.busan.go.kr\/upload_data\/manage_img\/\/thumbnail\/155410110478603.jpg,http:\/\/tour.busan.go.kr\/upload_data\/manage_img\/\/thumbnail\/155410110865389.jpg,null,http:\/\/tour.busan.go.kr\/upload_data\/manage_img\/\/thumbnail\/155410110057749.jpg
85,165192,감천문화마을,체험......,b02,b02,부산시 사상구 삼락동,,,null,,,,,null,null,null,051-204-1444,"1호선 토성동역, 괴정역","마을버스 사하1, 사하1-1, 서구2, 서구2-2",null,"10,000 ~ 15,000원",09:00~16:00,,null,null,null,http:\/\/tour.busan.go.kr\/upload_data\/manage_img\/\/thumbnail\/155410128780351.jpg,http:\/\/tour.busan.go.kr\/upload_data\/manage_img\/\/thumbnail\/155410129240382.jpg,null,http:\/\/tour.busan.go.kr\/upload_data\/manage_img\/\/thumbnail\/155410128276422.jpg
86,166,낙동강하구에코센터,"사하구 하단동에 위치한 낙동강 하구 에코센터.
연면적 4,075.15㎡, 지상 3층의 에코센터는 2007년 6월 개관하였다.
낙동강 하구에 대한 시민들의 이해를 높이기 위해 다......",b02,b02,부산시 기장군 장안읍 하장안1길 24,,,1240,,,,,051)209-2000,"1월 1일, 월요일(월요일이 공휴일인 경우 다음 날 휴관)",주차가능 - 135대,051)209-2000,"도시철도 1호선 하단역하차 후 버스 58,58-2번 환승","마을: 강서구10, 강서구12, 강서구13, 강서구14, 강서구15, 강서구16, 강서구9-2, 강서구16, 강서구17, 강서구20 &lt;br&gt;일반: 55, 58, 58-2 &lt;br&gt;좌석: 58-1, 221, 220, 220 &lt;br&gt;",null,null,null,,09:00~18:00  (마지막입장 17:00),35.10444,128.9459,http:\/\/vod.busan.go.kr\/photo\/thumbnail\/P_0151_02.jpg,http:\/\/vod.busan.go.kr\/photo\/thumbnail\/P_0151_03.jpg,http:\/\/vod.busan.go.kr\/photo\/thumbnail\/P_0151_04.jpg,http:\/\/vod.busan.go.kr\/photo\/thumbnail\/P_0151_01.jpg
87,18581,산성문화체험촌-막걸리 빚기 체험,"금정산성마을은 예부터 산성누룩과 막걸리가 유명하다.  

직접 누룩과 고두밥을 이용해서 전통 막걸리를 빚어보는 산성막걸리빚기 체험.  체험은 연중 가능하며, 마을센터를 찾으면 ......",b02,b02,부산광역시 강서구 가락대로,,,null,,,,,null,null,"자가용 주차 가능, 대형버스는 마을 큰길가 주차",051-513-6848,1호선온천장역(5번출구) 203버스 환승,null,null,"어린이 10,000원 \/ 어른 20,000원",매일 10:00 ~ 18:00,,매일 10:00~18:00,null,null,http:\/\/tour.busan.go.kr\/upload_data\/manage_img\/\/thumbnail\/155383833991643.jpg,http:\/\/tour.busan.go.kr\/upload_data\/manage_img\/\/thumbnail\/155383834434074.jpg,null,http:\/\/tour.busan.go.kr\/upload_data\/manage_img\/\/thumbnail\/155383833418957.jpg
88,18606,이화풍류문화원,"이화풍류 문화원은 부산 동래지방 전통춤인 동래학춤을 배울 수 있는 부산에 몇 안되는 곳이다. 
얼핏 보기에는 일반 학원과 같은 분위기이나 배우는 학생이나 가르치는 원장님(부산민속......",b02,b02,부산 금정구 장전로 33-6,,,null,,,,,null,null,"자가용 주차 가능, 대형버스 정차 가능, 인근 사설주차장",051-583-0053,1호선 부산대역(1번출구),"8,100,100-1,121,131",null,"단체 10명이상 500,000원\/ 개인 50,000원",매일 9:00~21:00(요일별 운영시간 상이),,null,35.22851,129.085,http:\/\/tour.busan.go.kr\/upload_data\/manage_img\/\/thumbnail\/155409998758556.jpg,http:\/\/tour.busan.go.kr\/upload_data\/manage_img\/\/thumbnail\/155409999200062.jpg,http:\/\/tour.busan.go.kr\/upload_data\/manage_img\/\/134854776065326.jpg,http:\/\/tour.busan.go.kr\/upload_data\/manage_img\/\/thumbnail\/155409998319805.jpg
89,18629,부산여자대학교 차 박물관,"대학 시설의 일부로서, 시설과 프로그램이 훌륭하여 이미 시내 여러 고등학교와 여행사에서 이용중이다.  다만 부산여자대학생들도 수업에 이용하는 시설이기에, 수업시간과 겹치지 않도록 ......",b02,b02,부산광역시 부산진구 진남로 506(양정동),,,null,,,,,051-850-3112,null,대형버스 주차 가능,null,도시철도 1호선 양정역 2번출구,"시내버스 1,20,110-1,141",null,"10,000원 ~ 15,000원",10:00~17:00(예약필수),,null,35.1689139,129.0717053,http:\/\/tour.busan.go.kr\/upload_data\/manage_img\/\/thumbnail\/155375283228223.jpg,http:\/\/tour.busan.go.kr\/upload_data\/manage_img\/\/134855945154765.jpg,null,http:\/\/tour.busan.go.kr\/upload_data\/manage_img\/\/thumbnail\/155375282486729.jpg
90,196,충렬사 전통혼례,"전통혼례로 이루어지는 충렬사 야외 예식은 충렬사 정문 앞에 있는 충렬당 잔디광장에서 진행된다.
우리 고유의 문화와 전통의 숨결을 직접 체험하면서 특별 한 예식을 치르고 싶은 신랑......",b02,b02,부산 동래구 안락동,,,838,,,,,051)523-1630,null,null,051)523-1630,4호선(충렬사(안락) \/ 4호선(낙민) \/ 4호선(명장),"마을: 동래구7, 동래구6, 동래구6-2, 동래구6-1, 동래구1, 동래구2 &lt;br&gt;일반: 148, 99, 129-1, 42, 183, 148-1, 29, 49, 210, 100 &lt;br&gt;급행: 1010, 1002",null,null,null,,null,35.20097,129.0961,http:\/\/vod.busan.go.kr\/photo\/thumbnail\/P_0870_02.jpg,http:\/\/vod.busan.go.kr\/photo\/thumbnail\/P_0870_03.jpg,http:\/\/vod.busan.go.kr\/photo\/thumbnail\/P_0870_04.jpg,http:\/\/vod.busan.go.kr\/photo\/thumbnail\/P_0870_01.jpg
91,198,영도등대 해양문화공간,"바다와 낭만,
그리고 예술이 공존하는 해양문화공간, 영도등대. 유원지 입구에서 등대까지는 약 2Km로,
도보로 유원지 광장에서 아름다운 경치를 감상하며 등대입구까지 약 30분 ......",b02,b02,부산광역시 영도구 전망로,,,181,,,,,051)405-1201,"매주 월요일, 1월1일, 추석, 설날, 기타 운영상 휴관이 불가피 한 경우",주차가능,051)405-1201,1호선 남포역(6번출구),"영도대교 - 8, 30, 88A, 101 \/ 부산역 - 101",null,null,null,,10:00~17:00,35.05834,129.088,http:\/\/vod.busan.go.kr\/photo\/thumbnail\/C_0206_02.jpg,http:\/\/vod.busan.go.kr\/photo\/thumbnail\/C_0206_03.jpg,http:\/\/vod.busan.go.kr\/photo\/thumbnail\/C_0206_04.jpg,http:\/\/vod.busan.go.kr\/photo\/thumbnail\/C_0206_01.jpg
